Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1138,0.101,1.068,0.560,0.940,1.000,55.087,56.076,24.579,25.106,4.261,4.527,55.570,24.854,4.394,55.570,24.854,4.394,0.560,0.333,0.328,3.215,1.815E-26,90.000,1.680,1.708,1.016,55.417,24.644,4.261,0.110
1140,0.072,0.840,0.447,0.982,1.500,15.815,16.276,27.017,27.610,4.261,4.794,16.070,27.305,4.566,16.070,27.305,4.566,0.441,0.336,0.266,-5.615,81.329,14.622,1.314,1.660,1.263,16.078,27.214,4.261,0.110
1141,0.037,0.512,0.366,1.154,1.000,43.951,44.544,27.412,27.807,4.261,4.527,44.240,27.587,4.394,44.240,27.587,4.394,0.346,0.333,0.253,3.246,2.330E-26,90.000,1.038,1.366,1.316,44.149,27.478,4.261,0.110
1142,0.330,2.279,0.684,1.037,1.000,21.284,22.206,28.071,28.664,4.261,5.060,21.758,28.362,4.688,21.758,28.362,4.688,0.568,0.539,0.374,173.407,-67.863,-95.041,1.053,1.519,1.443,21.613,28.203,4.527,0.176
1143,0.022,0.342,0.267,1.369,1.000,49.684,50.080,29.389,29.652,4.261,4.527,49.918,29.522,4.394,49.918,29.522,4.394,0.333,0.273,0.226,89.077,-90.000,176.628,1.221,1.475,1.207,49.882,29.455,4.261,0.110
1145,3.880,14.859,1.904,0.519,1.000,25.369,28.730,30.114,31.366,4.261,6.392,27.118,30.812,5.193,27.118,30.812,5.193,1.780,1.005,0.647,2.227,-5.437,96.242,1.771,2.749,1.553,27.280,30.970,5.060,0.286
1146,0.025,0.429,0.312,0.927,1.000,17.594,18.253,30.970,31.168,4.261,4.527,17.905,31.069,4.394,17.905,31.069,4.394,0.385,0.333,0.197,-3.117,2.004E-26,90.000,1.155,1.949,1.687,17.791,31.036,4.261,0.110
1147,0.125,1.284,0.519,0.834,1.000,24.644,25.303,30.773,31.300,4.261,5.060,24.977,31.002,4.710,24.977,31.002,4.710,0.531,0.363,0.296,-40.920,-74.778,136.461,1.462,1.789,1.224,24.908,31.036,4.261,0.110
1149,2.005,8.516,1.380,0.736,1.000,36.242,38.416,30.377,31.563,4.261,5.859,37.387,30.996,5.077,37.387,30.996,5.077,1.117,0.880,0.596,-0.924,-9.074,109.253,1.270,1.874,1.476,37.164,31.234,4.794,0.242
1150,1.797,7.992,1.271,0.715,1.000,39.009,40.986,30.509,31.563,4.261,6.125,40.035,31.026,5.089,40.035,31.026,5.089,1.057,0.945,0.518,2.902,-0.615,73.520,1.119,2.039,1.823,39.998,30.838,5.060,0.242
1152,0.412,4.053,1.654,0.288,0.000,57.723,59.502,30.838,32.156,4.261,5.326,58.516,31.312,4.714,58.516,31.312,4.714,0.969,0.663,0.447,12.036,5.421,-13.517,1.461,2.168,1.483,58.778,31.168,4.261,0.110
1153,0.924,4.994,1.063,0.775,1.000,41.250,42.831,30.575,31.563,4.261,5.859,42.041,31.050,4.999,42.041,31.050,4.999,0.859,0.712,0.470,2.059,-14.613,110.198,1.205,1.826,1.515,42.172,31.300,4.527,0.176
1154,0.083,0.969,0.407,0.861,1.000,43.820,44.347,31.168,31.563,4.261,5.060,44.064,31.365,4.716,44.064,31.365,4.716,0.514,0.310,0.263,-64.403,-79.827,162.859,1.656,1.958,1.182,43.951,31.234,4.527,0.110
1156,1.318,6.435,1.205,0.738,1.000,52.254,53.901,30.773,31.893,4.261,5.859,52.952,31.281,5.112,52.952,31.281,5.112,0.924,0.822,0.537,-20.033,-44.465,120.420,1.123,1.719,1.530,52.583,31.102,5.060,0.242
1157,1.419,7.093,1.326,0.638,1.000,58.250,60.095,36.571,37.889,4.261,5.593,59.079,37.226,5.016,59.079,37.226,5.016,1.015,0.799,0.555,-18.208,-21.732,142.104,1.271,1.828,1.439,58.580,37.296,4.527,0.176
1160,1.848,9.665,2.081,0.428,1.000,14.035,16.737,38.087,39.602,4.261,5.593,15.151,38.872,4.957,15.151,38.872,4.957,1.710,0.710,0.633,-13.760,7.861,-125.242,2.408,2.700,1.121,14.958,38.746,4.794,0.198
1162,3.223,11.553,1.687,0.762,1.000,22.931,25.172,38.087,39.734,4.261,5.859,24.090,38.945,5.081,24.090,38.945,5.081,1.300,0.903,0.783,-0.916,0.763,-148.315,1.439,1.661,1.154,24.447,38.746,4.794,0.242
1165,2.354,9.097,1.536,0.833,1.000,55.483,56.933,38.614,40.459,4.261,5.859,56.221,39.598,5.002,56.221,39.598,5.002,1.095,0.848,0.722,-79.955,-31.935,-68.021,1.291,1.516,1.174,56.010,39.405,4.794,0.242
1166,2.121,8.759,1.557,0.757,1.000,47.707,49.223,38.350,40.195,4.261,5.859,48.441,39.356,4.995,48.441,39.356,4.995,1.190,0.812,0.652,82.939,34.789,-3.807,1.465,1.825,1.246,48.103,39.471,4.794,0.242
1168,0.644,3.916,0.927,0.781,1.000,39.800,40.788,38.614,39.602,4.261,5.593,40.321,39.204,5.070,40.321,39.204,5.070,0.772,0.573,0.488,76.319,69.129,-35.888,1.348,1.581,1.173,39.998,39.141,4.794,0.176
1169,1.445,7.078,1.502,0.667,1.000,50.673,51.990,38.548,40.459,4.261,5.593,51.303,39.484,4.873,51.303,39.484,4.873,1.137,0.706,0.551,75.435,25.065,-45.354,1.611,2.063,1.281,51.200,39.536,4.527,0.176
1170,1.833,7.435,1.348,0.924,1.500,56.998,58.448,39.009,40.459,4.261,5.593,57.731,39.801,4.928,57.731,39.801,4.928,0.843,0.814,0.768,-14.605,1.001,53.346,1.035,1.097,1.060,57.460,39.668,4.794,0.242
1171,1.430,6.496,1.228,0.844,1.000,58.580,59.832,39.075,40.525,4.261,5.859,59.191,39.871,5.029,59.191,39.871,5.029,0.878,0.742,0.631,66.556,75.632,131.045,1.184,1.392,1.175,59.371,39.800,4.794,0.242
1172,0.022,0.338,0.273,1.415,1.000,0.264,0.659,40.788,41.118,4.261,4.527,0.456,40.960,4.394,0.456,40.960,4.394,0.333,0.254,0.239,-93.158,-90.000,-28.559,1.312,1.393,1.062,0.395,40.920,4.261,0.110
1173,0.045,0.582,0.392,1.169,1.000,13.113,13.706,43.358,43.754,4.261,4.527,13.381,43.523,4.394,13.381,43.523,4.394,0.375,0.333,0.271,-18.210,-8.126E-27,90.000,1.126,1.387,1.231,13.245,43.424,4.261,0.110
1174,2.834,10.958,1.506,0.691,1.000,26.226,28.664,43.358,44.479,4.261,6.392,27.572,43.895,5.279,27.572,43.895,5.279,1.258,1.058,0.607,-3.098,22.156,-97.712,1.189,2.073,1.744,27.939,43.820,5.060,0.308
1175,2.187,9.020,1.412,0.737,1.000,32.354,34.660,43.424,44.479,4.261,6.125,33.666,43.983,5.178,33.666,43.983,5.178,1.218,0.873,0.591,1.749,17.075,-93.266,1.395,2.061,1.477,33.870,43.820,4.794,0.242
1177,6.037,20.557,2.740,0.475,1.000,28.269,31.761,46.521,49.421,4.261,6.392,30.323,47.989,4.990,30.323,47.989,4.990,1.751,1.220,1.085,37.684,-11.507,40.934,1.436,1.614,1.124,30.179,47.905,5.060,0.308
1178,0.491,4.206,1.230,0.367,1.500,1.450,3.426,46.455,47.378,4.261,5.326,2.740,46.909,4.861,2.740,46.909,4.861,1.068,0.690,0.318,21.646,22.874,-59.173,1.548,3.362,2.171,2.965,47.048,4.527,0.176
1180,4.823,14.190,1.874,0.921,1.000,15.024,16.803,47.114,49.355,4.261,6.392,15.904,48.237,5.232,15.904,48.237,5.232,1.326,1.043,0.924,82.010,48.651,74.825,1.271,1.436,1.130,15.419,47.971,5.060,0.308
1181,4.947,14.882,1.960,0.840,1.000,18.648,20.757,47.246,49.486,4.261,6.392,19.664,48.384,5.126,19.664,48.384,5.126,1.350,1.102,0.896,85.138,36.118,5.273,1.224,1.505,1.230,19.241,48.300,5.060,0.286
1185,0.097,1.022,0.436,1.000,1.000,12.388,12.849,48.234,48.696,4.261,5.060,12.630,48.480,4.762,12.630,48.480,4.762,0.505,0.307,0.293,-38.514,-85.923,147.715,1.641,1.722,1.049,12.520,48.366,4.527,0.110
1186,1.944,7.710,1.227,0.932,1.000,37.823,39.273,48.432,49.750,4.261,6.125,38.550,49.108,5.168,38.550,49.108,5.168,1.053,0.811,0.625,-55.286,-75.779,159.765,1.298,1.686,1.299,38.350,48.893,5.060,0.286
1187,1.628,7.005,1.160,0.872,1.000,39.471,40.788,48.564,49.816,4.261,6.392,40.081,49.180,5.198,40.081,49.180,5.198,1.108,0.692,0.596,-56.587,-79.180,153.923,1.602,1.859,1.160,39.998,49.025,5.060,0.308
1189,3.449,12.357,1.724,0.713,1.000,51.529,53.835,48.498,50.409,4.261,6.125,52.706,49.542,5.117,52.706,49.542,5.117,1.202,1.018,0.818,-30.455,-33.556,112.050,1.181,1.469,1.244,52.715,49.223,5.060,0.308
1191,0.316,2.233,0.700,1.012,1.000,22.602,23.524,51.068,51.793,4.261,5.060,23.069,51.437,4.630,23.069,51.437,4.630,0.563,0.491,0.400,7.557,66.870,-92.960,1.145,1.409,1.230,22.997,51.266,4.527,0.176
1192,0.054,0.665,0.430,1.136,1.000,45.599,46.258,51.859,52.320,4.261,4.527,45.930,52.082,4.394,45.930,52.082,4.394,0.416,0.333,0.270,27.384,-7.603E-26,90.000,1.250,1.541,1.233,45.731,51.925,4.261,0.110
1193,1.494,6.896,1.271,0.770,1.000,64.840,66.619,51.727,52.979,4.261,5.593,65.798,52.341,4.839,65.798,52.341,4.839,0.953,0.863,0.537,1.543,-5.606,-127.320,1.104,1.776,1.608,65.894,52.188,4.794,0.198
1196,4.171,17.370,2.297,0.375,1.000,18.253,22.470,53.704,55.087,4.261,6.125,20.071,54.345,4.949,20.071,54.345,4.949,2.529,0.843,0.684,-1.377,4.710,-88.612,3.000,3.697,1.232,19.505,54.429,5.060,0.264
1197,0.261,2.118,0.647,0.813,1.000,26.753,27.478,54.099,54.758,4.261,5.593,27.082,54.378,4.836,27.082,54.378,4.836,0.706,0.402,0.338,4.716,88.055,-55.300,1.758,2.087,1.187,26.951,54.297,4.527,0.176
1198,0.397,2.672,0.742,0.932,1.000,31.366,32.090,54.165,55.022,4.261,5.593,31.698,54.547,4.842,31.698,54.547,4.842,0.673,0.460,0.422,-67.720,84.009,79.587,1.462,1.597,1.092,31.563,54.363,4.527,0.176
1199,0.077,0.897,0.365,0.941,1.000,33.738,34.133,54.297,54.626,4.261,5.060,33.915,54.452,4.677,33.915,54.452,4.677,0.569,0.283,0.241,-70.225,-85.003,149.600,2.011,2.358,1.173,33.870,54.429,4.527,0.176
1200,1.862,9.044,1.663,0.530,1.000,39.800,42.502,54.165,55.483,4.261,5.859,41.114,54.784,4.993,41.114,54.784,4.993,1.471,0.728,0.590,2.347,-2.532,28.908,2.020,2.492,1.234,41.052,54.560,4.527,0.176
1201,0.015,0.265,0.221,1.371,1.000,59.041,59.371,54.890,55.087,4.261,4.527,59.191,54.978,4.394,59.191,54.978,4.394,0.333,0.263,0.198,67.423,-90.000,-168.733,1.266,1.684,1.330,59.107,54.956,4.261,0.110
1202,10.224,27.529,2.845,0.567,1.000,52.320,55.351,55.219,58.580,4.261,6.392,53.863,56.691,5.312,53.863,56.691,5.312,2.030,1.678,0.867,75.225,25.219,-7.175,1.210,2.341,1.935,54.692,57.460,4.794,0.242
1203,2.971,11.732,1.662,0.618,1.000,43.754,46.324,56.867,58.514,4.261,6.125,45.055,57.769,5.075,45.055,57.769,5.075,1.405,0.814,0.779,-4.084,2.255,97.659,1.727,1.803,1.044,44.742,57.789,5.060,0.264
1204,1.373,6.157,1.156,0.913,1.000,48.630,50.145,57.262,58.448,4.261,5.593,49.379,57.930,4.959,49.379,57.930,4.959,0.838,0.779,0.614,-5.141,-50.498,114.204,1.075,1.364,1.269,49.091,58.053,4.794,0.242
1205,3.869,13.713,1.942,0.657,1.000,31.168,34.001,56.405,58.316,4.261,5.859,32.526,57.468,5.131,32.526,57.468,5.131,1.570,0.934,0.765,17.107,-2.115,-19.350,1.681,2.052,1.221,32.749,57.064,5.060,0.242
1206,9.497,28.678,3.029,0.433,1.000,37.164,41.184,54.890,58.382,4.261,6.125,39.221,56.622,5.347,39.221,56.622,5.347,2.418,1.612,0.730,41.038,10.220,-11.556,1.500,3.314,2.209,39.800,56.010,5.326,0.242
1207,4.919,14.349,1.860,0.926,1.000,47.510,49.816,59.964,61.875,4.261,6.125,48.646,60.928,5.332,48.646,60.928,5.332,1.271,1.050,1.002,8.994,26.885,128.242,1.210,1.269,1.048,48.630,60.557,5.060,0.308
1211,1.998,7.592,1.412,1.032,1.000,0.988,2.702,0.395,1.977,4.527,5.593,1.888,1.229,5.064,1.888,1.229,5.064,0.978,0.814,0.717,-29.996,-2.251,172.424,1.201,1.363,1.135,2.043,0.593,4.794,0.176
1212,0.205,1.684,0.591,0.991,1.000,64.576,65.301,4.810,5.469,4.527,5.326,64.938,5.125,4.998,64.938,5.125,4.998,0.534,0.446,0.333,33.431,87.340,24.038,1.197,1.601,1.338,64.972,5.008,4.794,0.176
1213,1.816,10.264,1.836,0.345,-1.000,31.102,34.133,6.524,7.776,4.527,5.859,32.809,7.185,5.169,32.809,7.185,5.169,1.608,0.719,0.580,-2.800,1.412,-134.592,2.236,2.772,1.240,33.342,7.314,4.794,0.176
1215,1.279,6.182,1.118,0.783,1.000,30.509,31.959,9.423,10.543,4.527,6.392,31.199,9.924,5.385,31.199,9.924,5.385,0.967,0.723,0.545,57.782,-81.633,36.351,1.337,1.774,1.326,30.838,9.884,5.060,0.242
1218,0.871,4.970,1.262,0.698,1.500,33.738,34.594,11.729,13.311,4.527,5.593,34.128,12.464,5.055,34.128,12.464,5.055,0.889,0.655,0.494,79.905,-13.233,102.654,1.357,1.799,1.326,33.870,11.861,4.794,0.176
1219,0.882,5.650,1.412,0.488,1.000,20.823,22.470,12.059,13.640,4.527,5.326,21.601,12.645,4.964,21.601,12.645,4.964,0.923,0.864,0.482,-44.351,-5.337,-179.312,1.068,1.916,1.793,21.152,12.256,4.794,0.176
1220,3.199,11.104,1.653,0.845,1.000,48.366,50.080,12.125,13.904,4.527,6.392,49.219,12.932,5.388,49.219,12.932,5.388,1.084,0.928,0.886,-41.861,-60.928,108.974,1.167,1.223,1.048,49.486,12.783,5.326,0.308
1222,5.988,18.584,2.094,0.632,1.000,50.211,53.045,12.125,14.035,4.527,6.392,51.633,13.036,5.503,51.633,13.036,5.503,1.684,1.105,0.899,-4.924,-7.536,128.757,1.524,1.874,1.230,50.804,12.915,5.326,0.308
1223,0.023,0.359,0.273,1.308,1.000,19.307,19.768,15.683,15.946,4.527,4.794,19.551,15.808,4.661,19.551,15.808,4.661,0.333,0.303,0.213,0.000,-90.000,-76.957,1.099,1.562,1.421,19.439,15.749,4.527,0.110
1224,0.675,4.032,0.956,0.787,1.000,56.537,57.855,16.144,17.132,4.527,5.593,57.233,16.594,5.025,57.233,16.594,5.025,0.701,0.668,0.484,-34.364,-72.667,-140.418,1.050,1.449,1.380,56.801,16.408,4.794,0.176
1225,2.144,9.154,1.521,0.678,1.000,57.657,60.095,22.997,24.381,4.527,5.859,58.877,23.630,5.083,58.877,23.630,5.083,1.289,0.713,0.678,3.087,-0.796,-134.742,1.807,1.900,1.052,58.514,23.524,5.060,0.198
1226,3.240,11.926,1.734,0.700,1.000,60.425,63.522,22.931,24.183,4.527,5.859,62.004,23.578,5.114,62.004,23.578,5.114,1.705,0.793,0.677,0.555,0.174,80.442,2.151,2.518,1.171,61.940,23.458,5.060,0.242
1227,1.042,5.372,1.180,0.792,1.000,38.416,40.195,23.656,24.710,4.527,5.593,39.165,24.158,5.171,39.165,24.158,5.171,0.935,0.666,0.554,-3.214,-24.057,52.100,1.403,1.688,1.202,38.878,23.788,4.794,0.176
1228,0.475,3.052,0.875,0.898,1.000,33.870,35.122,23.722,24.644,4.527,5.326,34.583,24.180,5.012,34.583,24.180,5.012,0.653,0.533,0.488,-2.875,21.887,-125.786,1.226,1.337,1.091,34.594,23.920,4.794,0.176
1229,1.242,6.025,1.177,0.798,1.000,41.052,42.304,23.590,24.842,4.527,6.392,41.722,24.191,5.487,41.722,24.191,5.487,0.831,0.673,0.662,-25.355,84.364,-130.752,1.236,1.256,1.016,41.843,23.854,5.326,0.242
1230,0.217,1.912,0.751,0.765,1.000,10.214,11.268,23.590,24.315,4.527,5.326,10.730,24.044,5.073,10.730,24.044,5.073,0.650,0.445,0.346,-12.766,-13.588,103.409,1.461,1.876,1.285,10.543,23.920,4.794,0.110
1231,0.661,3.692,0.969,0.983,1.000,29.850,31.102,23.854,24.908,4.527,5.326,30.454,24.373,4.986,30.454,24.373,4.986,0.696,0.590,0.529,8.054,2.146,-40.770,1.179,1.315,1.115,30.245,24.183,4.794,0.176
1232,3.149,11.764,1.598,0.689,1.000,64.840,67.344,25.633,26.951,4.527,6.392,66.141,26.287,5.389,66.141,26.287,5.389,1.404,0.998,0.626,-6.603,4.349,-110.537,1.406,2.244,1.596,65.631,25.962,5.060,0.242
1233,0.029,0.450,0.329,1.039,1.000,37.164,37.757,26.753,27.017,4.527,4.794,37.477,26.889,4.661,37.477,26.889,4.661,0.381,0.333,0.211,4.295,-9.566E-27,90.000,1.143,1.806,1.581,37.428,26.819,4.527,0.110
1235,0.264,2.324,0.752,0.627,1.000,18.121,19.439,28.137,28.730,4.527,5.326,18.753,28.415,4.858,18.753,28.415,4.858,0.713,0.490,0.313,-1.794,-3.805,89.002,1.456,2.277,1.564,18.648,28.400,4.794,0.176
1236,0.153,1.550,0.657,0.708,1.000,25.765,26.951,28.334,28.862,4.527,5.060,26.333,28.572,4.711,26.333,28.572,4.711,0.661,0.407,0.302,9.448,1.658,-94.435,1.623,2.189,1.348,25.896,28.400,4.527,0.110
1238,1.197,5.844,1.113,0.812,1.000,7.182,8.764,29.982,30.970,4.527,6.125,7.983,30.461,5.375,7.983,30.461,5.375,0.836,0.782,0.539,11.769,26.481,-83.773,1.068,1.551,1.453,7.841,30.575,5.326,0.242
1239,0.053,0.646,0.330,1.186,1.000,11.400,11.861,30.641,30.970,4.527,5.060,11.620,30.820,4.829,11.620,30.820,4.829,0.440,0.290,0.241,75.516,87.201,-25.619,1.519,1.825,1.202,11.531,30.773,4.527,0.110
1240,0.192,1.622,0.560,0.976,1.000,64.115,64.840,31.366,31.893,4.527,5.326,64.483,31.624,4.911,64.483,31.624,4.911,0.540,0.422,0.324,-83.091,-82.960,175.484,1.280,1.668,1.303,64.444,31.497,4.794,0.176
1243,2.168,8.652,1.450,0.821,1.000,50.607,52.254,33.540,34.990,4.527,6.392,51.494,34.283,5.664,51.494,34.283,5.664,1.067,0.804,0.751,-76.698,-77.051,-101.607,1.328,1.422,1.071,51.266,34.529,5.326,0.286
1244,1.622,7.347,1.341,0.751,1.000,65.235,67.014,36.439,37.889,4.527,5.859,66.151,37.133,5.220,66.151,37.133,5.220,0.958,0.816,0.613,-13.054,-7.129,138.206,1.174,1.564,1.332,66.289,37.032,5.060,0.220
1245,0.951,4.988,1.124,0.823,1.000,63.720,65.037,36.571,37.823,4.527,5.859,64.381,37.249,5.127,64.381,37.249,5.127,0.764,0.692,0.555,-55.977,-40.603,169.181,1.104,1.376,1.247,64.049,37.230,4.794,0.176
1246,0.050,0.675,0.350,0.911,1.000,63.127,63.522,37.494,37.889,4.527,5.326,63.313,37.668,4.964,63.313,37.668,4.964,0.469,0.268,0.247,-30.965,88.202,-87.217,1.749,1.897,1.084,63.258,37.560,4.794,0.110
1249,3.379,12.048,1.744,0.738,1.000,25.369,27.873,38.153,39.800,4.527,6.125,26.601,38.933,5.204,26.601,38.933,5.204,1.356,0.994,0.708,4.859,-0.937,-43.152,1.365,1.917,1.404,25.962,38.680,5.060,0.242
1250,2.583,9.759,1.609,0.812,1.000,8.171,9.818,37.889,39.734,4.527,6.125,9.016,38.816,5.275,9.016,38.816,5.275,1.064,0.873,0.783,73.021,22.880,-12.532,1.219,1.359,1.115,9.027,38.812,5.060,0.242
1251,1.132,5.177,1.149,1.045,1.000,28.005,29.125,38.416,39.800,4.527,5.593,28.569,39.122,5.063,28.569,39.122,5.063,0.782,0.658,0.639,-80.744,-29.908,-59.237,1.188,1.224,1.030,28.334,38.812,4.794,0.176
1254,1.736,8.569,1.617,0.541,1.000,38.153,39.998,38.219,39.998,4.527,6.392,38.871,39.080,5.279,38.871,39.080,5.279,1.222,0.819,0.574,71.445,45.179,-24.199,1.493,2.129,1.426,38.746,38.943,5.326,0.198
1255,2.144,9.223,1.622,0.663,1.000,59.700,61.150,38.614,40.525,4.527,6.392,60.393,39.630,5.309,60.393,39.630,5.309,1.260,0.839,0.611,69.648,35.072,-70.004,1.501,2.063,1.374,60.227,39.471,5.060,0.242
1256,1.404,6.268,1.252,0.905,1.000,63.127,64.379,39.075,40.591,4.527,5.859,63.805,39.834,5.161,63.805,39.834,5.161,0.844,0.738,0.654,-57.957,-51.387,-32.889,1.143,1.291,1.129,63.785,39.734,5.060,0.242
1259,0.977,4.976,1.011,0.877,1.000,34.924,36.176,43.556,44.479,4.527,5.859,35.514,44.044,5.200,35.514,44.044,5.200,0.795,0.713,0.524,-5.962,72.792,-91.123,1.115,1.516,1.359,35.253,44.083,5.060,0.242
1261,3.055,11.763,2.025,0.648,1.000,52.583,55.022,48.037,49.882,4.527,6.392,54.264,48.807,5.473,54.264,48.807,5.473,1.316,0.968,0.815,38.973,36.314,-80.087,1.360,1.615,1.187,54.297,48.498,5.326,0.308
1262,0.038,0.509,0.394,1.252,1.000,37.428,37.823,51.529,52.056,4.527,4.794,37.668,51.770,4.661,37.668,51.770,4.661,0.348,0.333,0.254,-109.770,2.825E-25,90.000,1.044,1.368,1.311,37.626,51.595,4.527,0.110
1264,8.025,28.522,3.737,0.314,0.000,15.156,17.791,53.901,57.855,4.527,6.392,16.477,55.787,5.417,16.477,55.787,5.417,2.494,1.321,0.914,-80.432,-2.765,173.553,1.888,2.727,1.444,16.078,54.626,5.326,0.308
1266,0.430,2.972,0.839,0.797,1.000,44.347,45.599,54.231,55.022,4.527,5.326,45.048,54.564,4.955,45.048,54.564,4.955,0.725,0.538,0.397,18.452,16.413,-79.487,1.346,1.824,1.355,44.742,54.429,4.794,0.176
1267,0.083,1.129,0.744,0.545,1.000,50.607,51.727,54.494,55.087,4.527,5.060,51.046,54.784,4.820,51.046,54.784,4.820,0.742,0.342,0.270,25.164,25.381,-83.056,2.168,2.749,1.268,51.134,54.824,4.527,0.110
1268,8.793,27.461,2.769,0.422,-0.500,40.854,45.072,54.824,57.262,4.527,6.125,43.202,56.069,5.365,43.202,56.069,5.365,2.439,1.181,0.932,-10.176,0.388,159.187,2.065,2.616,1.267,44.017,55.417,5.060,0.242
1269,7.496,21.892,2.519,0.606,1.000,49.289,52.188,55.022,57.657,4.527,6.392,50.745,56.221,5.405,50.745,56.221,5.405,1.644,1.441,0.875,13.279,4.572,-29.057,1.141,1.879,1.647,50.738,55.944,5.326,0.286
1270,3.498,12.778,1.842,0.663,1.000,19.702,22.075,54.429,56.339,4.527,6.392,20.908,55.419,5.629,20.908,55.419,5.629,1.274,1.131,0.683,-22.355,-12.864,134.200,1.126,1.867,1.658,21.481,55.417,5.326,0.242
1271,6.381,19.552,2.480,0.616,1.000,17.462,20.032,55.022,58.053,4.527,6.125,18.694,56.774,5.332,18.694,56.774,5.332,1.630,1.321,0.888,-92.785,-10.447,1.053,1.234,1.836,1.488,18.187,56.669,5.060,0.242
1272,6.255,19.353,2.392,0.610,1.000,25.303,29.257,56.274,58.184,4.527,6.125,27.316,57.263,5.100,27.316,57.263,5.100,2.238,1.040,0.766,-0.559,-0.300,-178.782,2.152,2.922,1.358,27.082,57.394,5.060,0.242
1273,4.526,14.502,2.002,0.760,1.000,47.048,49.157,54.956,57.328,4.527,6.392,48.070,56.107,5.446,48.070,56.107,5.446,1.319,1.181,0.810,72.770,23.548,-9.696,1.117,1.628,1.458,47.312,55.746,5.326,0.242
1274,3.446,13.524,2.072,0.543,1.000,28.993,31.168,54.758,57.196,4.527,6.392,30.111,55.925,5.416,30.111,55.925,5.416,1.452,1.105,0.662,75.610,18.014,-5.322,1.315,2.194,1.668,29.982,56.867,4.794,0.176
1275,6.846,24.527,2.848,0.359,1.000,32.881,36.967,54.692,57.789,4.527,6.125,34.810,56.176,5.375,34.810,56.176,5.375,2.182,1.635,0.626,23.400,3.406,-10.383,1.334,3.487,2.613,33.408,55.878,5.326,0.220
1276,0.761,4.547,1.330,0.697,1.000,42.172,43.556,57.460,58.448,4.527,5.593,42.960,57.931,5.049,42.960,57.931,5.049,0.783,0.625,0.536,-4.362,-44.558,88.874,1.253,1.460,1.165,42.963,57.591,4.794,0.176
1277,0.114,1.105,0.477,1.100,1.000,37.296,37.955,57.789,58.250,4.527,5.060,37.609,58.061,4.779,37.609,58.061,4.779,0.446,0.407,0.291,179.363,-87.473,-83.900,1.094,1.530,1.398,37.428,57.921,4.527,0.110
1278,10.341,27.756,2.914,0.566,1.000,27.873,32.618,59.634,61.677,4.527,6.392,30.260,60.627,5.449,30.260,60.627,5.449,2.884,1.126,0.903,1.008,2.018,166.839,2.562,3.195,1.247,31.695,60.623,5.326,0.308
1280,1.384,6.844,1.280,0.676,1.000,8.434,10.016,64.510,65.696,4.527,6.392,9.232,65.179,5.673,9.232,65.179,5.673,1.009,0.819,0.544,23.335,-81.114,47.365,1.232,1.854,1.505,8.962,65.169,5.326,0.264
1282,0.051,0.648,0.407,1.077,1.000,56.735,57.460,1.581,1.911,4.794,5.060,57.072,1.758,4.927,57.072,1.758,4.927,0.447,0.333,0.249,-2.245,-1.160E-25,90.000,1.341,1.793,1.337,56.933,1.647,4.794,0.110
1283,1.781,7.587,1.343,0.821,1.000,17.198,19.109,6.062,7.248,4.794,6.125,18.080,6.696,5.448,18.080,6.696,5.448,1.065,0.762,0.651,3.126,-4.189,100.339,1.398,1.636,1.170,17.726,6.524,5.326,0.242
1284,0.029,0.425,0.305,1.230,1.000,3.492,4.020,6.919,7.182,4.794,5.060,3.752,7.068,4.927,3.752,7.068,4.927,0.345,0.333,0.219,6.808,2.877E-27,90.000,1.035,1.577,1.524,3.690,6.985,4.794,0.110
1285,0.585,3.391,0.907,0.993,1.000,28.993,30.179,6.589,7.578,4.794,5.593,29.575,7.123,5.216,29.575,7.123,5.216,0.658,0.605,0.485,-12.717,-10.485,133.969,1.087,1.355,1.247,29.323,6.985,5.060,0.176
1286,0.123,1.438,0.742,0.571,1.000,11.136,12.652,7.380,7.776,4.794,5.326,11.889,7.550,5.188,11.889,7.550,5.188,0.903,0.343,0.261,0.811,-0.060,92.076,2.634,3.458,1.313,11.334,7.446,5.060,0.110
1291,4.881,15.989,2.142,0.659,1.000,16.671,19.966,9.093,10.741,4.794,6.392,18.373,9.814,5.617,18.373,9.814,5.617,1.874,0.981,0.776,1.995,-3.710,36.275,1.910,2.414,1.263,17.791,9.291,5.593,0.242
1292,0.896,4.516,1.056,0.986,1.000,43.754,44.940,9.884,11.136,4.794,5.859,44.335,10.486,5.307,44.335,10.486,5.307,0.698,0.634,0.607,-67.082,-52.826,149.355,1.100,1.149,1.044,44.149,10.214,5.060,0.176
1293,1.384,6.151,1.276,0.931,1.000,47.246,48.234,12.125,13.706,4.794,6.392,47.724,12.853,5.409,47.724,12.853,5.409,0.891,0.810,0.556,90.783,39.388,91.399,1.100,1.602,1.456,47.707,12.454,5.326,0.242
