Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
628,9.878,26.014,2.639,0.627,1.000,19.571,23.392,40.854,43.358,1.864,4.261,21.556,42.051,3.244,21.556,42.051,3.244,2.160,1.256,0.974,17.676,10.363,-46.240,1.720,2.218,1.290,21.284,42.370,2.930,0.308
629,6.168,19.547,2.307,0.576,1.000,49.618,52.056,43.424,45.137,1.864,5.326,50.866,44.343,3.409,50.866,44.343,3.409,1.573,1.276,0.870,166.047,86.212,103.723,1.233,1.808,1.467,51.134,44.281,3.462,0.439
630,0.060,0.740,0.371,1.009,1.000,3.426,4.020,49.552,49.882,1.864,2.397,3.686,49.702,2.115,3.686,49.702,2.115,0.452,0.322,0.236,-20.797,-76.138,105.087,1.406,1.915,1.362,3.624,49.618,1.864,0.110
631,0.054,0.800,0.414,0.653,1.000,13.179,13.970,50.607,50.936,1.864,2.397,13.595,50.774,2.156,13.595,50.774,2.156,0.479,0.367,0.211,-8.836,53.910,-96.256,1.304,2.275,1.744,13.574,50.738,1.864,0.110
632,3.548,11.982,1.593,0.828,1.000,1.845,4.085,54.956,56.405,1.864,3.995,3.072,55.712,3.097,3.072,55.712,3.097,1.321,0.999,0.741,-0.276,33.863,-73.988,1.323,1.783,1.347,3.558,55.681,2.663,0.308
633,1.585,6.969,1.247,0.840,1.000,6.589,8.303,57.789,59.041,1.864,3.728,7.428,58.469,2.766,7.428,58.469,2.766,0.923,0.802,0.627,-0.818,17.454,-103.264,1.152,1.474,1.280,7.051,58.382,2.663,0.242
634,3.239,13.726,1.845,0.459,1.000,47.378,50.080,58.316,60.030,1.864,3.728,48.873,59.198,2.685,48.873,59.198,2.685,1.479,0.982,0.704,-6.467,-4.601,134.481,1.506,2.102,1.396,49.684,59.173,2.397,0.242
635,2.468,9.992,1.544,0.690,1.000,62.402,64.247,58.250,59.898,1.864,3.995,63.369,59.059,2.864,63.369,59.059,2.864,1.060,0.899,0.756,-43.526,-35.739,143.857,1.179,1.402,1.189,62.863,59.173,2.663,0.242
636,2.401,9.839,1.736,0.684,1.000,16.078,17.660,63.588,64.972,1.864,4.794,16.885,64.307,3.919,16.885,64.307,3.919,1.225,0.816,0.695,-66.248,-83.982,159.952,1.501,1.762,1.174,16.935,64.115,3.728,0.308
639,0.057,0.671,0.352,1.202,1.000,46.455,46.851,2.109,2.504,2.131,2.663,46.662,2.316,2.394,46.662,2.316,2.394,0.449,0.274,0.257,-37.558,82.711,-104.418,1.640,1.750,1.067,46.653,2.175,2.131,0.110
640,0.014,0.262,0.236,1.217,1.000,48.037,48.366,2.175,2.438,2.131,2.397,48.174,2.312,2.264,48.174,2.312,2.264,0.333,0.265,0.196,-80.152,-90.000,21.749,1.255,1.700,1.355,48.103,2.240,2.131,0.088
641,6.616,18.462,1.965,0.787,1.000,17.132,19.966,3.031,4.744,2.131,4.794,18.574,3.857,3.430,18.574,3.857,3.430,1.487,1.365,0.852,0.141,3.031,-98.270,1.090,1.747,1.602,18.384,3.624,3.196,0.373
643,2.300,9.273,1.415,0.750,1.000,43.951,45.599,3.756,5.140,2.131,4.527,44.851,4.498,3.274,44.851,4.498,3.274,1.215,0.794,0.674,-67.262,-71.402,133.340,1.530,1.802,1.178,44.808,4.547,2.930,0.308
644,0.029,0.418,0.314,1.293,1.000,45.533,45.994,4.810,5.140,2.131,2.397,45.769,4.959,2.264,45.769,4.959,2.264,0.333,0.300,0.243,-86.057,-90.000,16.100,1.110,1.371,1.235,45.665,4.876,2.131,0.110
645,0.390,2.720,0.770,0.854,1.000,6.655,7.841,6.787,7.512,2.131,2.930,7.269,7.199,2.590,7.269,7.199,2.590,0.652,0.520,0.419,3.899,17.868,-80.608,1.255,1.558,1.241,7.117,7.182,2.397,0.176
646,1.629,6.799,1.273,0.955,1.000,48.893,50.409,10.543,11.927,2.131,3.462,49.635,11.248,2.717,49.635,11.248,2.717,0.842,0.783,0.707,3.781,14.208,34.110,1.075,1.190,1.107,49.486,10.873,2.663,0.198
647,1.465,6.498,1.202,0.885,1.000,47.444,48.696,10.543,11.861,2.131,3.728,48.126,11.211,2.830,48.126,11.211,2.830,0.924,0.712,0.634,-74.339,-69.445,-147.329,1.297,1.457,1.124,47.905,11.004,2.663,0.242
649,9.309,36.280,4.670,0.205,2.000,15.287,20.427,11.927,14.101,2.131,5.859,17.026,13.015,4.038,17.026,13.015,4.038,2.413,1.737,0.943,-10.264,-33.547,107.678,1.389,2.559,1.842,16.474,13.113,2.930,0.286
650,13.818,33.431,2.890,0.578,1.000,21.679,25.896,11.729,14.167,2.131,5.593,23.971,13.037,3.856,23.971,13.037,3.856,2.289,1.684,0.974,-4.470,-11.925,109.563,1.359,2.351,1.730,23.920,13.245,3.728,0.439
651,6.106,19.119,2.143,0.603,1.000,26.621,29.718,12.190,14.233,2.131,4.794,28.367,13.199,3.297,28.367,13.199,3.297,1.689,1.191,0.876,-16.010,-23.971,125.792,1.419,1.929,1.360,28.928,12.915,3.462,0.329
652,8.743,24.563,2.514,0.583,1.000,30.970,35.253,12.454,14.431,2.131,4.261,33.214,13.348,3.214,33.214,13.348,3.214,2.313,1.167,0.871,-2.386,-7.023,130.234,1.982,2.657,1.340,32.749,13.245,3.196,0.308
653,31.029,99.806,11.237,0.110,1.000,34.792,44.940,9.686,14.628,2.131,5.859,38.985,12.814,4.144,38.985,12.814,4.144,5.982,2.807,1.320,9.728,5.683,-40.274,2.131,4.531,2.126,36.176,12.915,3.995,0.395
654,0.013,0.258,0.200,1.068,1.000,3.888,4.085,16.144,16.342,2.131,2.663,3.987,16.249,2.312,3.987,16.249,2.312,0.405,0.202,0.198,90.000,-86.962,90.000,2.007,2.043,1.018,3.954,16.210,2.131,0.110
655,0.034,0.502,0.352,1.006,1.000,52.847,53.506,18.121,18.384,2.131,2.397,53.228,18.247,2.264,53.228,18.247,2.264,0.414,0.333,0.218,3.011,-2.049E-26,90.000,1.243,1.902,1.531,53.111,18.187,2.131,0.110
656,6.985,22.379,2.941,0.492,1.000,31.827,34.792,23.261,25.633,2.131,4.794,33.550,24.637,3.438,33.550,24.637,3.438,1.597,1.215,1.093,-15.655,-25.620,119.736,1.315,1.462,1.112,33.013,24.842,3.196,0.308
657,4.156,14.582,1.804,0.630,1.000,34.990,36.242,23.392,25.567,2.131,5.326,35.654,24.485,3.806,35.654,24.485,3.806,1.611,0.998,0.712,-73.604,-64.303,108.545,1.614,2.263,1.402,35.780,24.447,3.728,0.395
658,8.046,21.882,2.191,0.699,1.000,36.439,38.680,23.327,25.633,2.131,5.326,37.509,24.555,3.865,37.509,24.555,3.865,1.729,1.295,0.980,68.901,63.978,-26.868,1.335,1.765,1.322,36.901,24.447,3.728,0.417
659,6.529,30.577,4.183,0.169,0.500,24.315,29.389,23.590,25.435,2.131,5.593,26.699,24.570,4.241,26.699,24.570,4.241,2.934,1.657,0.730,-6.070,-29.101,89.177,1.771,4.016,2.268,26.885,24.315,3.995,0.373
660,3.950,13.188,1.636,0.769,1.000,37.098,38.878,27.610,29.323,2.131,4.527,37.880,28.551,3.352,37.880,28.551,3.352,1.356,1.038,0.780,58.972,-73.271,71.276,1.307,1.739,1.331,37.560,28.137,3.196,0.329
661,4.516,13.993,1.710,0.842,1.000,35.056,36.901,27.478,29.191,2.131,4.527,36.065,28.283,3.362,36.065,28.283,3.362,1.264,1.074,0.896,31.704,-65.649,95.012,1.177,1.411,1.199,36.176,28.400,3.196,0.329
662,4.151,13.456,1.728,0.800,1.000,49.421,51.529,27.939,29.718,2.131,4.527,50.462,28.848,3.318,50.462,28.848,3.318,1.152,1.074,0.897,-0.372,-26.140,95.321,1.072,1.284,1.198,50.804,28.664,3.196,0.308
663,0.761,4.304,0.966,0.821,1.000,5.667,6.787,29.586,30.641,2.131,3.728,6.237,30.100,2.884,6.237,30.100,2.884,0.769,0.602,0.508,-51.089,-68.981,148.655,1.276,1.513,1.186,6.062,30.179,2.663,0.198
665,0.060,0.719,0.363,1.102,1.000,12.059,12.586,31.168,31.497,2.131,2.663,12.303,31.334,2.397,12.303,31.334,2.397,0.456,0.294,0.251,10.870,75.257,-70.625,1.549,1.817,1.174,12.322,31.234,2.131,0.110
666,0.317,2.525,0.743,0.706,1.000,65.696,66.883,37.955,38.548,2.131,3.196,66.345,38.196,2.743,66.345,38.196,2.743,0.697,0.534,0.325,8.680,28.204,-80.291,1.306,2.142,1.640,66.026,38.087,2.663,0.176
667,2.523,9.566,1.537,0.822,1.500,25.303,26.885,41.513,43.358,2.131,3.995,26.045,42.348,3.079,26.045,42.348,3.079,1.085,0.865,0.753,-74.090,-49.505,-171.492,1.254,1.441,1.149,25.830,41.909,2.930,0.242
668,2.671,9.913,1.560,0.828,1.000,23.590,25.106,41.250,43.095,2.131,3.995,24.389,42.223,3.119,24.389,42.223,3.119,1.237,0.824,0.740,-86.578,-50.264,-170.835,1.501,1.672,1.113,24.051,42.436,2.663,0.242
669,11.929,41.268,4.684,0.229,-1.000,14.299,19.768,40.788,43.688,2.131,4.261,17.260,41.924,3.291,17.260,41.924,3.291,3.432,1.407,0.887,6.128,0.715,-27.054,2.439,3.868,1.586,19.109,42.106,2.930,0.242
670,3.375,11.258,1.633,0.903,1.000,65.367,67.014,41.645,43.490,2.131,4.261,66.237,42.545,3.294,66.237,42.545,3.294,1.146,0.973,0.828,73.234,64.966,-103.899,1.178,1.384,1.174,65.828,42.370,3.196,0.308
671,0.024,0.380,0.342,1.215,1.000,16.474,16.737,43.556,44.017,2.131,2.397,16.635,43.777,2.264,16.635,43.777,2.264,0.333,0.324,0.212,-88.309,-90.000,-85.477,1.030,1.573,1.528,16.605,43.622,2.131,0.110
672,7.978,21.877,2.426,0.687,1.000,19.373,21.877,42.765,45.533,2.131,4.527,20.661,44.249,3.350,20.661,44.249,3.350,1.392,1.367,1.132,-154.498,-9.968,36.043,1.018,1.230,1.208,20.229,44.215,3.196,0.329
673,12.648,34.293,3.701,0.449,1.000,6.853,11.268,42.963,45.335,2.131,4.527,8.798,44.175,3.429,8.798,44.175,3.429,2.674,1.429,0.977,2.238,-4.203,42.970,1.871,2.736,1.462,7.512,44.017,3.196,0.329
674,4.732,14.596,1.867,0.814,1.000,1.845,3.690,43.095,45.203,2.131,4.794,2.791,44.150,3.476,2.791,44.150,3.476,1.315,1.032,0.940,-82.411,-49.974,177.622,1.274,1.399,1.098,2.240,44.149,3.196,0.308
675,0.043,0.547,0.363,1.265,1.000,14.760,15.287,44.083,44.413,2.131,2.397,15.028,44.237,2.264,15.028,44.237,2.264,0.364,0.333,0.258,2.755,9.509E-27,90.000,1.093,1.411,1.290,14.826,44.149,2.131,0.110
676,3.600,11.915,1.684,0.866,1.000,5.206,6.721,43.161,45.203,2.131,4.527,5.993,44.215,3.327,5.993,44.215,3.327,1.280,0.934,0.810,-84.376,-56.265,105.694,1.370,1.580,1.154,5.733,44.017,3.196,0.308
677,4.398,13.825,1.832,0.828,1.000,11.202,12.981,43.095,45.203,2.131,4.527,12.138,44.114,3.429,12.138,44.114,3.429,1.456,0.915,0.891,81.318,49.632,67.196,1.592,1.633,1.026,12.256,44.413,2.930,0.308
678,10.058,25.426,2.461,0.696,1.000,22.009,24.842,42.897,45.533,2.131,5.060,23.481,44.185,3.518,23.481,44.185,3.518,1.689,1.477,1.116,-39.957,-37.943,136.835,1.144,1.514,1.323,23.327,43.622,3.462,0.373
679,7.854,28.214,3.462,0.311,1.500,45.203,50.409,43.227,45.137,2.131,5.859,47.237,44.367,3.617,47.237,44.367,3.617,2.984,1.516,0.836,3.858,-21.523,105.570,1.968,3.567,1.813,46.060,43.885,3.196,0.308
680,2.266,8.799,1.413,0.853,1.000,12.981,14.365,43.622,45.269,2.131,4.261,13.669,44.520,3.238,13.669,44.520,3.238,1.127,0.759,0.733,86.886,61.511,-89.169,1.484,1.538,1.036,13.640,44.413,3.196,0.264
681,8.795,23.601,2.295,0.666,1.000,40.788,44.347,43.424,45.533,2.131,4.794,42.563,44.433,3.454,42.563,44.433,3.454,1.912,1.342,0.924,3.667,8.917,-63.924,1.424,2.068,1.453,42.370,43.885,3.196,0.308
682,6.680,18.713,2.194,0.770,1.000,15.287,17.660,42.897,45.467,2.131,4.527,16.483,44.183,3.389,16.483,44.183,3.389,1.479,1.191,1.024,59.013,23.605,3.602,1.241,1.444,1.163,15.946,43.556,3.462,0.308
683,0.067,0.811,0.485,0.952,1.000,59.239,60.095,48.432,48.828,2.131,2.397,59.640,48.647,2.264,59.640,48.647,2.264,0.548,0.333,0.255,11.232,1.686E-27,90.000,1.646,2.148,1.305,59.305,48.498,2.131,0.110
684,0.057,0.675,0.415,1.178,1.000,11.993,12.652,51.859,52.254,2.131,2.397,12.344,52.050,2.264,12.344,52.050,2.264,0.422,0.333,0.273,15.820,1.097E-27,90.000,1.267,1.545,1.219,12.125,51.925,2.131,0.110
685,0.134,1.401,0.617,0.740,1.000,9.950,10.938,51.595,52.188,2.131,2.663,10.475,51.921,2.466,10.475,51.921,2.466,0.558,0.436,0.305,7.723,11.082,-63.405,1.279,1.829,1.430,10.345,51.990,2.131,0.110
686,3.015,11.741,2.212,0.635,1.000,37.164,38.943,51.332,53.308,2.131,4.794,37.954,52.453,3.179,37.954,52.453,3.179,1.196,0.879,0.836,-52.830,-60.963,113.116,1.361,1.431,1.051,37.757,52.320,2.930,0.308
687,0.020,0.353,0.238,0.992,1.000,52.452,52.649,53.177,53.440,2.131,2.663,52.558,53.287,2.436,52.558,53.287,2.436,0.439,0.219,0.200,-82.619,85.755,75.889,2.008,2.201,1.096,52.518,53.242,2.397,0.110
688,2.195,9.835,1.571,0.573,1.000,15.287,17.989,58.053,59.041,2.131,3.728,16.543,58.618,2.887,16.543,58.618,2.887,1.497,0.820,0.535,3.040,-4.510,72.653,1.825,2.796,1.532,16.210,58.514,2.663,0.242
689,0.915,4.906,1.026,0.801,1.000,13.970,15.090,58.053,59.041,2.131,3.728,14.551,58.594,2.871,14.551,58.594,2.871,0.932,0.579,0.521,-69.927,73.777,-156.810,1.609,1.789,1.112,14.431,58.514,2.663,0.242
690,0.505,3.890,1.296,0.491,1.000,18.121,20.164,58.184,59.041,2.131,3.196,18.848,58.686,2.814,18.848,58.686,2.814,1.123,0.534,0.436,9.997,-15.951,85.259,2.101,2.573,1.225,18.450,58.448,2.663,0.176
691,6.582,19.822,2.521,0.629,1.000,52.979,55.746,60.030,62.336,2.131,5.060,54.471,61.216,3.665,54.471,61.216,3.665,1.423,1.219,1.105,18.531,-10.449,29.481,1.167,1.287,1.103,54.494,60.688,3.728,0.308
692,10.411,26.813,2.662,0.636,1.000,27.939,31.893,59.898,62.072,2.131,4.527,29.900,61.128,3.457,29.900,61.128,3.457,2.276,1.225,1.037,4.799,3.095,-29.640,1.858,2.195,1.182,29.718,61.216,3.196,0.308
693,15.712,56.848,6.963,0.152,-2.500,21.020,25.567,59.239,62.006,2.131,6.392,23.467,60.797,4.212,23.467,60.797,4.212,2.665,2.140,1.216,-26.147,-58.721,128.737,1.245,2.191,1.759,22.602,60.161,5.060,0.351
694,0.256,1.956,0.639,0.987,1.000,2.899,3.624,64.115,64.774,2.131,3.196,3.259,64.456,2.783,3.259,64.456,2.783,0.569,0.456,0.359,-111.415,87.083,176.383,1.249,1.584,1.268,3.361,64.313,2.663,0.176
696,0.071,0.864,0.483,0.871,1.000,58.909,59.371,0.395,0.988,2.397,2.930,59.175,0.699,2.591,59.175,0.699,2.591,0.422,0.349,0.287,99.164,-73.950,77.100,1.210,1.471,1.216,59.107,0.461,2.397,0.110
697,4.296,13.957,1.721,0.768,1.000,3.295,5.865,2.965,4.481,2.397,4.794,4.639,3.731,3.498,4.639,3.731,3.498,1.453,1.136,0.711,6.266,-9.527,68.278,1.280,2.043,1.597,5.140,3.558,3.196,0.286
698,0.022,0.335,0.259,1.458,1.000,49.421,49.816,4.744,5.008,2.397,2.663,49.623,4.871,2.530,49.623,4.871,2.530,0.333,0.276,0.220,91.439,-90.000,-175.857,1.205,1.513,1.256,49.552,4.810,2.397,0.110
699,0.303,2.387,0.762,0.764,1.000,27.017,28.005,7.446,8.237,2.397,3.196,27.498,7.850,2.785,27.498,7.850,2.785,0.563,0.547,0.398,-86.161,-51.459,178.576,1.028,1.414,1.375,27.346,7.841,2.397,0.110
700,6.190,20.407,2.400,0.510,1.000,52.122,53.901,7.051,8.896,2.397,6.392,52.977,7.914,4.099,52.977,7.914,4.099,2.379,0.935,0.902,85.232,80.620,-20.076,2.544,2.638,1.037,52.913,7.907,3.995,0.417
702,6.173,19.294,2.100,0.600,1.000,56.405,59.898,10.345,12.059,2.397,4.794,58.261,11.252,3.374,58.261,11.252,3.374,1.959,1.228,0.724,-7.689,-20.560,111.580,1.595,2.708,1.697,57.921,11.070,3.196,0.308
703,1.272,5.838,1.089,0.920,1.000,63.785,64.972,10.675,11.861,2.397,4.261,64.346,11.290,3.498,64.346,11.290,3.498,0.927,0.632,0.611,38.262,-86.533,76.607,1.465,1.518,1.036,64.247,11.202,3.196,0.264
704,6.673,22.110,2.541,0.466,1.000,47.576,51.200,9.884,11.927,3.995,6.125,49.314,10.932,5.225,49.314,10.932,5.225,2.065,1.164,0.804,1.260,-1.564,38.826,1.774,2.568,1.447,49.552,10.675,4.794,0.242
705,2.638,9.712,1.470,0.859,1.000,9.555,11.202,12.256,13.838,2.397,4.261,10.482,13.072,3.403,10.482,13.072,3.403,1.003,0.915,0.808,-9.533,-65.896,114.663,1.096,1.241,1.132,10.675,13.047,3.196,0.308
706,0.019,0.349,0.221,0.910,1.000,1.186,1.450,20.032,20.229,2.397,2.930,1.318,20.135,2.630,1.318,20.135,2.630,0.442,0.223,0.195,-89.203,84.721,-169.018,1.986,2.271,1.143,1.252,20.032,2.397,0.088
707,6.669,19.603,2.201,0.668,1.000,23.985,26.819,19.241,21.416,2.397,4.527,25.427,20.382,3.562,25.427,20.382,3.562,1.549,1.270,0.941,-1.488,1.114,-143.640,1.220,1.646,1.349,25.501,20.691,3.462,0.286
708,2.298,9.100,1.431,0.792,1.000,52.979,54.890,20.427,21.877,2.397,3.995,53.864,21.129,3.242,53.864,21.129,3.242,1.076,0.920,0.663,-21.529,-20.560,117.630,1.170,1.624,1.388,53.506,21.284,2.930,0.242
709,0.944,4.824,0.971,0.897,1.000,55.022,56.208,20.625,21.613,2.397,3.995,55.614,21.116,3.178,55.614,21.116,3.178,0.860,0.606,0.536,59.952,74.779,-32.631,1.419,1.606,1.132,55.549,21.284,2.930,0.242
710,7.728,27.653,3.362,0.319,1.000,60.293,65.433,20.559,22.404,2.397,4.527,62.791,21.461,3.409,62.791,21.461,3.409,3.194,0.951,0.887,0.113,-3.213,126.505,3.359,3.600,1.072,64.379,21.547,3.462,0.286
711,0.028,0.453,0.352,0.936,1.000,40.393,40.986,21.745,22.075,2.397,2.663,40.742,21.904,2.530,40.742,21.904,2.530,0.406,0.333,0.205,22.356,3.974E-27,90.000,1.218,1.975,1.622,40.723,21.877,2.397,0.110
712,2.612,11.650,1.663,0.488,1.000,24.579,26.555,22.733,24.249,2.397,5.326,25.581,23.537,3.997,25.581,23.537,3.997,1.477,0.998,0.544,83.738,67.776,-0.842,1.480,2.715,1.835,25.501,23.854,3.196,0.264
713,0.413,3.417,1.080,0.483,1.000,50.277,51.595,23.854,25.106,2.397,2.930,50.899,24.409,2.605,50.899,24.409,2.605,0.791,0.610,0.423,20.929,4.461,-4.155,1.297,1.868,1.440,50.607,23.920,2.397,0.110
714,4.676,14.235,1.699,0.857,1.000,21.416,22.997,23.195,25.106,2.397,5.326,22.210,24.185,3.990,22.210,24.185,3.990,1.451,0.976,0.879,-75.932,-85.437,-55.146,1.486,1.650,1.110,22.338,24.117,3.728,0.373
715,0.015,0.251,0.221,1.616,1.000,56.274,56.537,24.447,24.710,2.397,2.663,56.398,24.586,2.530,56.398,24.586,2.530,0.333,0.230,0.214,-92.866,-90.000,-42.134,1.450,1.556,1.073,56.339,24.579,2.397,0.110
716,7.942,23.399,2.387,0.557,1.000,41.711,45.665,24.183,26.028,2.397,4.527,43.723,25.094,3.413,43.723,25.094,3.413,2.280,1.098,0.870,5.061,2.406,-73.520,2.077,2.621,1.262,44.281,24.908,3.196,0.308
717,2.686,9.894,1.458,0.843,1.000,59.436,61.216,25.237,26.687,2.397,4.261,60.327,25.837,3.216,60.327,25.837,3.216,1.155,0.999,0.656,51.885,69.495,-39.187,1.156,1.760,1.523,60.095,25.633,3.196,0.308
718,4.867,14.520,1.732,0.875,1.000,28.137,30.114,27.214,28.928,2.397,4.794,29.135,28.075,3.639,29.135,28.075,3.639,1.264,1.135,0.910,59.709,-73.208,31.383,1.114,1.389,1.247,28.598,27.741,3.196,0.308
719,3.522,11.868,1.589,0.839,1.000,26.160,28.005,27.148,28.796,2.397,4.794,27.173,27.884,3.588,27.173,27.884,3.588,1.162,0.995,0.846,-5.609,-72.724,108.157,1.168,1.374,1.176,27.280,27.610,3.462,0.308
720,5.607,15.727,1.836,0.914,1.000,30.245,32.354,27.280,29.059,2.397,4.794,31.271,28.208,3.666,31.271,28.208,3.666,1.297,1.214,0.954,35.942,-60.282,48.533,1.068,1.359,1.273,30.970,27.741,3.462,0.308
721,3.300,11.050,1.540,0.913,1.000,32.420,33.935,27.412,29.059,2.397,4.527,33.173,28.201,3.492,33.173,28.201,3.492,1.173,0.914,0.827,-84.612,84.521,115.039,1.283,1.419,1.106,32.947,27.939,3.462,0.308
722,4.045,12.955,1.787,0.851,1.000,46.982,49.223,27.873,29.652,2.397,3.995,48.086,28.769,3.233,48.086,28.769,3.233,1.228,0.990,0.928,-2.782,1.045,40.321,1.240,1.324,1.068,48.630,28.532,2.930,0.242
723,3.915,18.235,3.416,0.286,1.000,41.513,46.917,27.873,29.652,2.397,4.794,45.273,28.889,3.629,45.273,28.889,3.629,3.340,0.941,0.808,-8.894,17.926,-110.546,3.549,4.133,1.164,46.258,28.730,2.930,0.242
724,6.192,16.728,1.919,0.926,1.000,62.929,64.906,27.939,29.982,2.397,5.060,63.891,29.017,3.712,63.891,29.017,3.712,1.371,1.119,1.061,84.524,-78.339,31.775,1.225,1.292,1.055,63.654,28.993,3.728,0.373
725,9.586,27.640,0.737,0.492,0.000,24.776,28.269,32.749,34.463,2.397,5.326,26.532,33.579,3.886,26.532,33.579,3.886,1.942,1.512,0.880,0.225,-11.128,100.719,1.284,2.207,1.719,25.962,33.211,3.728,0.373
726,3.481,13.163,1.630,0.601,1.000,40.591,42.502,33.079,34.660,2.397,5.593,41.604,33.843,4.058,41.604,33.843,4.058,1.478,0.976,0.694,53.673,73.847,-43.672,1.514,2.129,1.406,41.777,34.001,3.728,0.351
727,3.267,11.501,1.597,0.793,1.000,9.159,10.477,35.385,37.098,2.397,4.794,9.818,36.216,3.548,9.818,36.216,3.548,1.208,0.928,0.791,84.889,77.541,-89.510,1.303,1.527,1.172,10.016,36.176,3.462,0.329
728,3.439,11.230,1.523,0.945,1.000,12.718,14.299,35.517,37.164,2.397,4.527,13.494,36.380,3.571,13.494,36.380,3.571,1.174,0.908,0.864,-57.524,-78.111,175.220,1.293,1.359,1.051,13.245,36.374,3.196,0.308
729,6.961,22.409,2.667,0.487,1.000,14.497,17.989,35.583,37.230,2.397,4.794,16.233,36.428,3.559,16.233,36.428,3.559,2.283,1.105,0.854,1.614,-1.717,99.485,2.066,2.672,1.294,14.958,36.439,3.196,0.308
730,2.927,10.754,1.824,0.779,1.000,17.726,19.439,35.649,37.494,2.397,4.527,18.768,36.524,3.452,18.768,36.524,3.452,1.316,0.829,0.755,-74.942,-67.230,99.286,1.587,1.742,1.098,18.450,36.571,3.196,0.308
731,5.087,14.640,1.814,0.933,1.000,10.675,12.586,35.319,37.230,2.397,4.794,11.593,36.297,3.624,11.593,36.297,3.624,1.216,1.123,0.995,29.577,68.830,-68.838,1.084,1.223,1.129,11.202,35.846,3.462,0.308
732,0.065,0.745,0.461,1.148,1.000,41.381,42.040,37.098,37.626,2.397,2.663,41.731,37.385,2.530,41.731,37.385,2.530,0.411,0.333,0.308,-23.049,-1.086E-25,90.000,1.233,1.334,1.082,41.711,37.230,2.397,0.110
733,1.233,6.928,1.577,0.517,1.000,58.580,60.688,37.032,37.889,2.397,3.995,59.661,37.461,3.332,59.661,37.461,3.332,1.183,0.822,0.421,3.442,1.096,-83.220,1.439,2.810,1.952,60.227,37.494,3.196,0.220
734,1.161,5.822,1.058,0.772,1.000,39.207,40.591,40.986,42.040,2.397,3.995,39.933,41.534,3.225,39.933,41.534,3.225,0.877,0.733,0.543,-72.059,81.875,-144.325,1.196,1.615,1.350,39.800,41.513,2.930,0.242
735,5.240,17.459,2.587,0.583,1.500,11.861,14.167,40.723,43.424,2.397,4.261,13.085,41.784,3.378,13.085,41.784,3.378,1.326,1.211,0.954,44.012,7.601,-16.497,1.095,1.390,1.270,12.520,41.184,3.196,0.242
737,3.127,10.680,1.576,0.908,1.000,3.822,5.206,43.095,45.006,2.397,4.527,4.516,43.999,3.472,4.516,43.999,3.472,1.221,0.924,0.740,-81.267,-58.773,102.908,1.322,1.651,1.249,4.613,44.017,3.196,0.308
738,7.099,22.568,2.874,0.496,1.000,24.842,27.082,43.161,45.533,2.397,5.859,25.827,44.283,3.647,25.827,44.283,3.647,1.712,1.258,1.082,67.635,65.765,15.310,1.361,1.582,1.163,25.567,43.951,3.728,0.351
739,6.860,20.747,2.400,0.596,1.000,33.738,36.176,42.831,45.599,2.397,4.527,35.030,44.327,3.373,35.030,44.327,3.373,1.530,1.288,0.983,-77.347,-5.691,-178.901,1.188,1.556,1.311,35.451,44.874,3.462,0.264
740,2.453,9.536,1.384,0.785,1.000,55.681,56.735,43.490,45.137,2.397,5.060,56.221,44.356,3.746,56.221,44.356,3.746,1.364,0.827,0.592,86.733,-84.242,94.522,1.649,2.303,1.396,56.274,44.413,3.728,0.373
741,2.117,8.373,1.394,0.864,1.000,17.726,19.373,44.017,45.467,2.397,3.995,18.525,44.766,3.115,18.525,44.766,3.115,0.910,0.893,0.738,-176.235,-6.558,-81.370,1.018,1.232,1.210,18.121,44.544,2.930,0.242
742,0.046,0.582,0.383,1.230,1.000,36.835,37.428,44.808,45.203,2.397,2.663,37.153,45.012,2.530,37.153,45.012,2.530,0.375,0.333,0.267,5.515,-4.651E-26,90.000,1.125,1.405,1.249,37.164,44.874,2.397,0.110
743,2.697,11.990,2.067,0.477,1.000,13.904,15.551,42.897,45.401,2.397,4.527,14.761,43.979,3.454,14.761,43.979,3.454,1.671,0.977,0.622,73.584,22.614,-88.416,1.711,2.688,1.571,14.563,43.556,3.462,0.308
744,2.286,8.414,1.387,0.992,1.000,26.885,28.466,44.017,45.533,2.397,4.261,27.719,44.797,3.389,27.719,44.797,3.389,0.982,0.846,0.760,-39.502,-63.783,89.564,1.160,1.293,1.114,27.610,44.413,3.196,0.242
745,0.267,2.021,0.654,0.978,1.000,40.195,41.052,44.874,45.599,2.397,3.196,40.640,45.241,2.730,40.640,45.241,2.730,0.553,0.484,0.369,-0.547,-71.744,114.201,1.142,1.498,1.312,40.525,45.137,2.663,0.176
746,3.136,11.096,1.539,0.814,1.000,58.448,60.030,46.785,48.564,2.397,4.794,59.291,47.671,3.608,59.291,47.671,3.608,1.233,0.892,0.776,74.384,71.811,76.677,1.382,1.590,1.150,59.173,47.510,3.196,0.308
